ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
7663,M,Single,0,83314,N,22,31,Platinum
7664,M,Single,0,63506,Y,30,79,Unlimited
7665,M,Single,0,16340,Y,29,56,Silver
7666,M,Single,0,271808,Y,29,119,Platinum
7667,M,Married,1,95656,Y,43,34,Family Military
7668,M,Married,0,40052,Y,54,94,Family Platinum
7669,F,Single,1,93655,N,24,25,Platinum
7670,M,Single,0,89827,Y,30,33,Platinum
7671,F,Married,1,66727,Y,49,100,Family Unlimited
7672,F,Single,0,63421,Y,19,10,Silver
7673,F,Married,1,35471,Y,32,32,Family Platinum
7674,M,Married,0,46355,Y,37,28,Family Gold
7675,F,Married,0,30958,Y,70,61,Family Silver
7676,M,Single,0,42249,N,20,23,Unlimited
7677,M,Married,8,46785,N,49,52,Family Military
7678,F,Single,1,107214,Y,24,4,Unlimited
7679,M,Married,0,35605,Y,47,54,Family Gold
7680,F,Married,1,46554,Y,51,2,Family Unlimited
7681,M,Single,1,83883,N,30,106,Unlimited
7682,M,Single,2,27395,Y,25,9,Silver
7683,F,Single,0,684980,Y,22,38,Gold
7684,M,Married,0,13781,Y,40,95,Family Platinum
7685,F,Married,2,17332,Y,44,22,Family Unlimited
7686,M,Married,0,16711,Y,54,77,Family Silver
7687,M,Married,1,58723,N,30,63,Family Military
7688,M,Married,0,97344,Y,54,20,Family Silver
7689,M,Married,0,86206,Y,39,69,Family Gold
7690,M,Married,1,82190,N,28,16,Family Unlimited
7691,M,Married,0,7568,Y,27,12,Family Silver
7692,F,Married,0,42056,Y,76,41,Family Silver
7693,F,Married,1,48167,N,37,21,Family Platinum
7694,F,Married,0,17690,Y,28,81,Family Unlimited
7695,M,Married,2,51360,N,51,3,Family Unlimited
7696,F,Single,0,25328,Y,26,27,Silver
7697,M,Married,1,9145,Y,24,1,Family Unlimited
7698,F,Married,1,599001,N,38,23,Family Unlimited
7699,F,Married,2,40485,Y,49,76,Family Silver
7700,M,Single,6,24825,Y,28,55,Unlimited
7701,M,Married,1,83175,Y,33,25,Family Unlimited
7702,M,Married,2,754,Y,51,64,Family Gold
7703,F,Single,2,44467,N,22,24,Gold
7704,F,Single,1,33213,N,25,41,Platinum
7705,M,Single,0,54822,Y,28,67,Silver
7706,M,Married,5,17716,Y,47,3,Family Gold
7707,F,Single,0,46818,N,22,38,Unlimited
7708,F,Married,0,46503,Y,29,119,Family Silver
7709,M,Married,0,24015,N,65,79,Family Unlimited
7710,M,Single,2,36738,N,22,32,Gold
7711,F,Single,1,22544,N,25,42,Unlimited
7712,F,Married,1,429297,N,40,10,Family Unlimited
7713,M,Single,8,72097,Y,28,2,Silver
7714,F,Married,2,41839,Y,45,112,Family Gold
7715,M,Married,0,447670,N,36,95,Family Platinum
7716,F,Single,2,54746,Y,18,2,Unlimited
7717,M,Married,1,92420,Y,49,58,Family Military
7718,F,Single,1,78542,Y,30,95,Unlimited
7719,F,Single,2,36247,N,23,70,Platinum
7720,M,Single,0,3844,Y,21,11,Gold
7721,M,Single,0,56098,N,29,56,Gold
7722,F,Single,1,38583,Y,27,67,Silver
7723,M,Single,1,81789,Y,24,39,Gold
7724,F,Married,1,48503,Y,49,113,Family Gold
7725,F,Married,0,270810,Y,35,66,Family Platinum
7726,F,Single,1,11505,Y,26,8,Silver
7727,F,Married,0,33804,Y,30,88,Family Platinum
7728,F,Single,1,24739,N,27,22,Gold
7729,M,Single,0,67627,Y,19,21,Platinum
7730,M,Married,2,79096,Y,50,91,Family Unlimited
7731,F,Married,1,79588,Y,39,42,Family Unlimited
7732,F,Single,1,627967,N,24,35,Silver
7733,F,Single,1,53981,Y,24,45,Silver
7734,F,Married,0,11985,N,51,85,Family Unlimited
7735,M,Married,5,59109,Y,44,24,Family Silver
7736,M,Married,0,47608,Y,42,16,Family Military
7737,M,Single,0,54526,N,25,63,Silver
7738,M,Single,0,92399,Y,26,78,Unlimited
7739,M,Married,0,85554,Y,26,78,Family Platinum
7740,F,Single,0,91280,Y,21,9,Platinum
7741,M,Married,0,37941,Y,31,97,Family Military
7742,M,Married,1,64692,Y,53,25,Family Platinum
7743,F,Single,1,50071,N,20,30,Platinum
7744,F,Single,1,3292,N,29,56,Unlimited
7745,M,Single,0,736,N,22,14,Silver
7746,M,Single,0,52083,Y,22,30,Silver
7747,M,Single,0,39303,Y,23,8,Platinum
7748,F,Single,0,70013,N,25,89,Unlimited
7749,M,Single,0,44742,Y,28,32,Unlimited
7750,M,Married,0,82949,N,32,15,Family Gold
7751,M,Single,0,68251,Y,18,8,Platinum
7752,M,Single,0,83734,Y,29,17,Silver
7753,F,Single,0,33691,N,24,7,Silver
7754,F,Married,0,69377,Y,35,104,Family Platinum
7755,F,Single,1,91386,Y,25,33,Gold
7756,M,Married,6,55059,Y,43,116,Family Silver
7757,M,Single,1,64537,Y,24,31,Silver
7758,F,Married,0,22151,N,46,19,Family Silver
7759,F,Married,0,46363,N,54,115,Family Platinum
7760,F,Single,0,28258,Y,26,75,Silver
7761,F,Single,0,231970,N,19,17,Gold
7762,F,Single,1,46794,N,27,18,Unlimited
7763,M,Married,0,49726,Y,35,96,Family Platinum
7764,M,Single,2,91108,Y,21,14,Unlimited
7765,F,Single,1,949740,Y,22,45,Gold
7766,M,Married,0,6068,Y,53,5,Family Silver
7767,F,Single,1,892797,Y,25,75,Gold
7768,M,Single,0,16411,N,19,20,Silver
7769,F,Married,1,58182,N,42,44,Family Military
7770,F,Single,1,568822,N,25,64,Gold
7771,F,Single,0,80003,Y,19,5,Unlimited
7772,F,Married,0,502847,N,35,113,Family Gold
7773,F,Married,1,889961,Y,24,73,Family Silver
7774,F,Single,0,42138,Y,29,66,Silver
7775,F,Single,0,170118,Y,19,5,Gold
7776,M,Married,1,732120,Y,44,45,Family Platinum
7777,M,Married,0,66800,N,54,45,Family Gold
7778,F,Married,3,87454,Y,52,19,Family Unlimited
7779,F,Single,0,84306,Y,30,21,Unlimited
7780,F,Married,2,54425,Y,48,67,Family Silver
7781,M,Married,1,78597,N,47,88,Family Platinum
7782,M,Single,0,14429,Y,23,57,Silver
7783,M,Married,0,32096,N,27,80,Family Unlimited
7784,M,Single,0,3294,Y,24,51,Platinum
7785,F,Married,0,78646,Y,26,104,Family Unlimited
7786,M,Married,0,9335,N,83,48,Family Military
7787,M,Single,0,17375,Y,25,19,Platinum
7788,M,Single,0,9043,N,20,17,Silver
7789,F,Single,0,69869,N,24,38,Silver
7790,F,Single,2,6972,Y,21,22,Silver
7791,M,Married,1,72863,N,41,86,Family Unlimited
7792,N,Married,0,3763,Y,54,102,Family Platinum
7793,M,Married,2,75211,Y,23,36,Family Gold
7794,M,Single,0,69896,Y,26,55,Gold
7795,M,Single,2,5610,Y,18,6,Unlimited
7796,F,Single,0,85695,N,21,21,Silver
7797,M,Single,1,90500,Y,20,1,Unlimited
7798,M,Single,9,42328,Y,30,96,Silver
7799,F,Single,2,61567,Y,22,43,Unlimited
7800,F,Married,1,82727,Y,53,1,Family Platinum
7801,F,Married,0,37768,Y,40,97,Family Military
7802,M,Married,1,60827,Y,23,54,Family Silver
7803,M,Single,0,9963,Y,83,2,Unlimited
7804,F,Married,0,10083,N,23,45,Family Gold
7805,M,Single,1,6039,N,29,116,Silver
7806,M,Married,1,76469,Y,44,81,Family Unlimited
7807,F,Married,2,99664,Y,26,59,Family Gold
7808,M,Married,2,29695,Y,38,101,Family Military
7809,M,Single,0,33727,Y,26,40,Unlimited
7810,F,Married,2,91972,Y,49,26,Family Silver
7811,F,Single,2,31911,Y,23,30,Gold
7812,M,Single,0,23295,Y,30,116,Silver
7813,M,Married,0,74969,N,52,14,Family Gold
7814,M,Married,0,24084,Y,23,37,Family Platinum
7815,M,Married,0,86959,Y,28,116,Family Military
7816,F,Married,0,794469,Y,54,95,Family Military
7817,F,Single,0,47809,Y,18,3,Platinum
7818,F,Married,9,22300,Y,33,98,Family Military
7819,M,Single,0,28590,N,24,29,Unlimited
7820,M,Married,1,83638,N,44,80,Family Platinum
7821,F,Single,0,56434,Y,95,103,Unlimited
7822,M,Married,0,6092,Y,62,100,Family Silver
7823,F,Single,2,422536,Y,30,2,Gold
7824,F,Single,2,76185,Y,28,104,Unlimited
7825,M,Married,2,46383,Y,30,35,Family Unlimited
7826,M,Married,0,82966,Y,43,94,Family Silver
7827,F,Single,0,30934,Y,18,6,Gold
7828,F,Married,1,89602,Y,26,43,Family Military
7829,F,Single,1,31658,Y,19,1,Silver
7830,M,Married,0,251977,Y,36,1,Family Silver
7831,M,Married,6,36795,N,46,26,Family Platinum
7832,M,Married,2,93442,Y,38,108,Family Platinum
7833,F,Single,1,74389,Y,25,80,Unlimited
7834,F,Single,2,70315,N,20,28,Silver
7835,F,Single,0,96650,N,22,17,Gold
7836,F,Single,0,1185,N,19,1,Silver
7837,M,Single,3,54245,Y,30,16,Unlimited
7838,F,Single,1,158602,Y,22,41,Unlimited
7839,M,Married,1,75052,Y,31,30,Family Military
7840,M,Single,0,38622,Y,30,84,Platinum
7841,F,Single,0,30521,N,74,12,Unlimited
7842,M,Single,0,26049,N,37,99,Silver
7843,M,Single,0,699072,N,23,43,Unlimited
7844,F,Single,1,65193,Y,20,8,Silver
7845,F,Married,2,40127,N,28,102,Family Unlimited
7846,F,Married,1,60591,Y,33,32,Family Platinum
7847,M,Single,0,1244,N,20,13,Platinum
7848,F,Single,2,31783,N,28,78,Platinum
7849,M,Single,0,69876,N,77,83,Silver
7850,F,Single,0,43716,Y,25,77,Gold
7851,M,Married,0,81237,Y,28,83,Family Platinum
7852,M,Married,0,25518,Y,41,108,Family Unlimited
7853,M,Single,1,68440,Y,18,3,Unlimited
7854,F,Married,9,9570,Y,34,71,Family Military
7855,F,Married,2,771697,Y,28,88,Family Unlimited
7856,F,Single,2,94596,Y,21,23,Gold
7857,F,Single,0,119008,Y,24,8,Silver
7858,F,Single,0,41644,N,21,28,Gold
7859,F,Married,0,20758,Y,54,99,Family Platinum
7860,F,Single,0,92418,Y,19,20,Platinum
7861,F,Single,0,88836,Y,24,29,Platinum
7862,F,Married,2,24669,Y,36,61,Family Unlimited
7863,F,Married,5,28220,Y,28,85,Family Platinum
7864,M,Single,0,595240,Y,18,3,Platinum
7865,F,Single,2,8264,Y,19,19,Silver
7866,F,Married,0,22539,Y,75,12,Family Silver
7867,F,Married,2,783539,Y,50,66,Family Platinum
7868,M,Married,0,7180,Y,38,100,Family Unlimited
7869,F,Single,0,45205,Y,24,66,Platinum
7870,M,Single,3,37561,N,22,35,Unlimited
7871,F,Single,9,372971,Y,29,92,Silver
7872,M,Single,0,9627,Y,19,16,Gold
7873,M,Single,2,84951,Y,25,54,Gold
7874,M,Single,1,60623,Y,22,25,Platinum
7875,M,Single,0,71553,N,18,6,Unlimited
7876,M,Married,0,85817,Y,39,66,Family Silver
7877,M,Single,0,32596,N,26,95,Gold
7878,F,Married,1,50384,Y,25,78,Family Gold
7879,M,Single,0,71946,N,28,18,Gold
7880,F,Married,0,4553,Y,24,39,Family Military
7881,F,Single,1,4373,N,23,42,Gold
7882,F,Single,0,231622,Y,24,80,Unlimited
7883,M,Single,0,28679,Y,29,32,Gold
7884,F,Single,2,99009,Y,29,7,Unlimited
7885,F,Single,0,76134,N,29,31,Platinum
7886,F,Single,1,97597,Y,22,6,Silver
7887,F,Single,1,36456,Y,22,20,Platinum
7888,M,Married,2,78934,Y,37,65,Family Unlimited
7889,F,Single,1,208966,N,22,26,Gold
7890,F,Married,0,79645,N,23,5,Family Unlimited
7891,M,Married,0,83412,Y,48,82,Family Gold
7892,F,Single,0,14717,N,21,43,Silver
7893,F,Single,0,4681,N,53,54,Silver
7894,F,Single,1,679207,Y,28,7,Gold
7895,F,Single,0,23137,Y,26,93,Gold
7896,F,Single,1,93513,Y,27,95,Silver
7897,M,Married,9,38852,Y,49,117,Family Military
7898,M,Married,1,42173,N,26,33,Family Unlimited
7899,F,Married,0,94232,N,47,80,Family Military
7900,M,Married,1,34247,Y,50,21,Family Platinum
7901,F,Single,2,74023,Y,20,20,Unlimited
7902,M,Single,0,37842,Y,26,28,Silver
7903,F,Single,2,12591,Y,30,57,Silver
7904,M,Single,1,95805,N,28,85,Silver
7905,M,Single,1,503375,Y,24,7,Silver
7906,M,Single,0,912952,Y,30,31,Platinum
7907,F,Single,0,78460,Y,28,74,Platinum
7908,F,Single,1,33584,N,21,19,Silver
7909,M,Single,0,93565,Y,29,42,Gold
7910,F,Married,5,30325,N,34,72,Family Military
7911,F,Single,1,63231,Y,22,34,Gold
7912,M,Married,0,69706,Y,53,111,Family Military
7913,F,Married,2,41053,Y,51,27,Family Silver
7914,F,Single,0,895277,N,25,49,Gold
7915,M,Single,0,791974,N,25,23,Silver
7916,M,Single,1,75741,Y,25,30,Unlimited
7917,F,Married,0,45923,Y,54,24,Family Platinum
7918,F,Single,0,13566,Y,18,10,Platinum
7919,F,Married,0,52461,Y,44,101,Family Silver
7920,F,Married,1,98394,Y,37,6,Family Platinum
7921,F,Married,1,20769,N,31,114,Family Unlimited
7922,M,Single,0,79814,N,19,3,Platinum
7923,F,Married,2,918,Y,25,49,Family Military
7924,M,Married,3,83122,Y,39,67,Family Gold
7925,F,Single,0,46904,Y,20,15,Unlimited
7926,M,Single,3,73679,Y,28,11,Gold
7927,F,Single,1,52032,N,24,49,Unlimited
7928,F,Single,0,50157,Y,22,8,Unlimited
7929,F,Single,0,55000,Y,27,83,Silver
7930,M,Married,2,18693,N,32,51,Family Platinum
7931,F,Married,9,89476,N,30,109,Family Military
7932,F,Single,2,98973,Y,30,29,Platinum
7933,M,Married,5,47760,Y,47,119,Family Military
7934,F,Single,0,27765,Y,18,9,Gold
7935,F,Married,0,66572,Y,51,32,Family Platinum
7936,F,Married,2,89616,Y,26,6,Family Military
7937,M,Married,1,26131,N,43,115,Family Gold
7938,M,Married,0,65531,Y,35,7,Family Platinum
7939,M,Married,0,50251,Y,40,19,Family Platinum
7940,M,Single,0,48134,Y,22,20,Silver
7941,F,Single,0,84564,N,18,6,Unlimited
7942,F,Single,0,65126,Y,29,33,Platinum
7943,F,Single,0,30281,Y,18,5,Gold
7944,M,Married,0,72599,N,25,31,Family Silver
7945,F,Single,0,63304,Y,66,103,Silver
7946,M,Married,1,727181,Y,45,6,Family Platinum
7947,F,Married,1,80981,Y,39,44,Family Platinum
7948,M,Single,0,22885,Y,29,15,Platinum
7949,F,Single,0,80799,Y,22,1,Gold
7950,F,Married,0,91156,Y,50,102,Family Military
7951,M,Married,2,66257,Y,50,23,Family Platinum
7952,F,Married,1,88885,Y,47,27,Family Silver
7953,F,Single,0,32577,Y,27,102,Platinum
7954,M,Married,2,5186,Y,30,27,Family Military
7955,F,Single,1,19362,N,18,6,Platinum
7956,F,Single,0,78273,Y,21,35,Silver
7957,F,Married,1,49269,Y,49,98,Family Platinum
7958,M,Single,2,7592,Y,22,3,Unlimited
7959,F,Single,0,63728,N,29,91,Gold
7960,M,Married,0,90416,N,53,113,Family Silver
7961,F,Single,0,58859,N,22,58,Unlimited
7962,F,Married,1,29031,Y,27,1,Family Platinum
7963,M,Married,2,58907,Y,49,112,Family Platinum
7964,M,Married,2,42701,N,43,40,Family Unlimited
7965,F,Single,0,96979,Y,27,74,Unlimited
7966,M,Married,0,22594,Y,30,83,Family Silver
7967,M,Married,1,811205,Y,35,37,Family Platinum
7968,F,Married,0,31864,Y,44,110,Family Platinum
7969,F,Married,2,47228,Y,40,52,Family Gold
7970,F,Single,1,94968,N,19,10,Platinum
7971,F,Married,2,91031,Y,42,102,Family Silver
7972,F,Married,6,54214,N,40,49,Family Platinum
7973,F,Single,0,799461,Y,19,3,Silver
7974,M,Single,0,75670,Y,20,17,Gold
7975,F,Married,0,15651,Y,53,114,Family Unlimited
7976,F,Married,0,62591,Y,42,50,Family Platinum
7977,M,Married,0,23133,N,79,42,Family Silver
7978,M,Married,1,59208,Y,64,116,Family Military
7979,F,Married,1,72498,N,51,4,Family Military
7980,M,Married,0,268976,Y,52,8,Family Silver
7981,F,Married,1,76138,Y,38,76,Family Unlimited
7982,F,Single,2,46323,Y,18,11,Platinum
7983,F,Married,0,96220,Y,29,116,Family Platinum
7984,F,Single,0,52549,Y,26,41,Unlimited
7985,M,Married,0,76068,N,47,120,Family Silver
7986,F,Single,1,94039,Y,23,53,Unlimited
7987,M,Married,0,99117,Y,54,16,Family Unlimited
7988,M,Married,1,41252,N,39,18,Family Unlimited
7989,F,Married,2,121207,Y,49,61,Family Gold
7990,F,Single,1,876645,Y,30,6,Unlimited
7991,M,Single,0,787049,Y,30,4,Unlimited
7992,F,Married,0,30008,Y,54,38,Family Platinum
7993,F,Married,1,85238,Y,38,67,Family Military
7994,F,Single,0,57696,Y,25,17,Unlimited
7995,F,Single,1,49562,N,26,18,Platinum
7996,M,Married,0,82297,Y,31,3,Family Gold
7997,F,Married,0,14372,Y,53,88,Family Gold
7998,F,Married,2,60954,N,51,4,Family Unlimited
7999,M,Single,1,33765,Y,19,7,Unlimited
8000,F,Single,2,97985,Y,30,74,Silver
8001,M,Married,1,46018,Y,51,97,Family Military
8002,F,Single,1,29906,N,30,50,Unlimited
8003,F,Single,0,44867,Y,24,54,Unlimited
8004,F,Single,2,24060,Y,30,83,Gold
8005,F,Married,0,29185,Y,47,19,Family Platinum
8006,F,Married,0,32555,Y,34,62,Family Military
8007,M,Single,2,59150,Y,23,58,Silver
8008,M,Married,2,975853,Y,46,18,Family Silver
8009,F,Married,1,30046,Y,44,22,Family Unlimited
8010,M,Married,2,38280,Y,23,52,Family Military
8011,F,Single,0,78832,N,26,4,Platinum
8012,M,Married,0,88672,N,72,45,Family Military
8013,F,Married,2,95975,N,25,79,Family Silver
8014,F,Married,2,491584,Y,51,41,Family Gold
8015,F,Single,0,61660,Y,27,34,Unlimited
8016,F,Married,0,75241,N,28,54,Family Military
8017,M,Married,0,34313,Y,29,54,Family Unlimited
8018,M,Married,2,41679,Y,31,78,Family Gold
8019,M,Married,0,73929,Y,27,16,Family Gold
8020,M,Married,1,44528,N,30,49,Family Gold
8021,M,Married,1,361870,Y,47,119,Family Military
8022,M,Married,0,45091,Y,54,4,Family Gold
8023,F,Single,0,48577,N,25,87,Silver
8024,F,Single,0,13545,Y,100,48,Silver
8025,F,Married,2,52959,Y,25,79,Family Gold
8026,F,Married,0,44445,Y,31,82,Family Military
8027,F,Married,0,83384,Y,72,57,Family Silver
8028,M,Single,0,11831,Y,25,81,Silver
8029,F,Single,0,35353,Y,40,79,Platinum
8030,F,Single,0,458314,N,25,88,Unlimited
8031,M,Married,0,33628,Y,38,107,Family Military
8032,M,Married,2,77819,Y,50,94,Family Silver
8033,M,Single,0,38553,Y,25,81,Gold
8034,F,Single,2,48189,N,24,25,Unlimited
8035,M,Married,0,34023,N,85,107,Family Unlimited
8036,F,Single,0,74790,Y,29,28,Platinum
8037,F,Married,2,74262,N,29,90,Family Platinum
8038,M,Married,0,31033,Y,50,115,Family Gold
8039,N,Married,1,26149,Y,41,48,Family Gold
8040,F,Single,0,13803,Y,29,99,Gold
8041,F,Single,0,78602,N,27,51,Platinum
8042,M,Single,0,5165,Y,29,45,Gold
8043,F,Single,0,32203,Y,25,85,Silver
8044,F,Single,9,47141,N,28,3,Platinum
8045,F,Married,2,243532,N,33,73,Family Unlimited
8046,F,Single,0,66304,Y,18,1,Silver
8047,F,Married,3,56835,Y,31,11,Family Gold
8048,F,Single,1,21772,Y,26,20,Platinum
8049,M,Single,3,36631,Y,21,16,Unlimited
8050,M,Married,0,24529,Y,45,57,Family Platinum
8051,F,Married,0,99518,Y,40,73,Family Military
8052,M,Married,2,78118,Y,31,40,Family Military
8053,F,Married,0,75221,N,51,70,Family Silver
8054,M,Single,1,43010,Y,22,36,Unlimited
8055,F,Single,0,993623,Y,28,66,Silver
8056,F,Single,1,58086,Y,25,80,Silver
8057,F,Married,1,66000,Y,51,7,Family Unlimited
8058,F,Married,1,57161,Y,39,31,Family Silver
8059,M,Married,0,84210,N,49,109,Family Gold
8060,F,Single,1,47781,Y,66,51,Unlimited
8061,M,Single,0,954889,N,20,9,Platinum
8062,M,Single,2,45692,N,23,51,Gold
8063,M,Single,0,92072,Y,27,115,Platinum
8064,M,Single,0,44627,Y,23,53,Platinum
8065,F,Married,2,542,N,47,76,Family Military
8066,F,Single,0,30921,Y,25,14,Platinum
8067,F,Married,0,77081,Y,40,24,Family Silver
8068,M,Single,0,92752,N,27,62,Platinum
8069,M,Married,1,21459,Y,31,4,Family Silver
8070,F,Married,0,73128,Y,40,66,Family Platinum
8071,F,Married,0,52948,Y,26,68,Family Military
8072,M,Single,0,97058,N,49,83,Silver
8073,F,Married,1,41439,Y,46,16,Family Gold
8074,F,Single,1,47494,Y,27,70,Unlimited
8075,M,Married,3,493896,Y,31,104,Family Gold
8076,F,Married,2,66151,N,37,67,Family Gold
8077,M,Single,0,6565,Y,29,2,Silver
8078,M,Single,1,65704,Y,22,8,Gold
8079,F,Married,0,31952,N,28,3,Family Unlimited
8080,M,Single,0,934524,N,29,95,Platinum
8081,F,Single,0,65938,N,21,8,Platinum
8082,M,Single,1,21183,Y,24,54,Unlimited
8083,F,Single,0,99648,Y,25,32,Unlimited
8084,F,Married,0,64425,N,51,83,Family Silver
8085,M,Married,1,82875,N,54,62,Family Silver
8086,F,Single,1,388253,N,25,38,Silver
8087,F,Single,1,85249,Y,25,68,Gold
8088,F,Married,0,76998,Y,45,93,Family Silver
8089,F,Married,0,4678,Y,40,116,Family Unlimited
8090,M,Single,1,63682,Y,27,17,Unlimited
8091,M,Single,0,1599,Y,23,71,Unlimited
8092,F,Married,1,78585,Y,43,109,Family Gold
8093,M,Single,1,47160,N,20,1,Silver
8094,M,Single,2,76555,N,27,70,Unlimited
8095,M,Married,2,28096,N,44,71,Family Platinum
8096,M,Married,0,31700,Y,34,119,Family Silver
8097,F,Single,1,66841,N,18,7,Gold
8098,F,Married,1,63970,Y,27,99,Family Silver
8099,M,Single,0,56711,Y,20,14,Silver
8100,M,Married,1,52882,Y,33,17,Family Silver
8101,M,Married,1,91195,N,27,5,Family Silver
8102,M,Married,0,76205,N,34,55,Family Platinum
8103,F,Single,0,82125,Y,22,53,Silver
8104,M,Single,0,37561,N,25,73,Platinum
8105,M,Single,0,12829,Y,21,31,Platinum
8106,F,Married,0,27470,Y,34,34,Family Gold
8107,F,Single,0,41804,Y,25,84,Silver
8108,M,Married,1,38700,Y,32,119,Family Military
8109,M,Married,1,49333,Y,45,62,Family Unlimited
8110,F,Married,0,92391,Y,34,91,Family Military
8111,M,Single,1,55128,Y,44,105,Gold
8112,F,Married,8,16518,Y,26,44,Family Silver
8113,F,Single,2,17021,N,19,22,Unlimited
8114,F,Single,0,960720,Y,27,81,Gold
8115,F,Married,1,80385,Y,24,16,Family Unlimited
8116,M,Married,7,28107,N,27,74,Family Unlimited
8117,F,Married,9,58428,Y,33,49,Family Platinum
8118,F,Single,0,34515,Y,20,14,Gold
8119,F,Single,5,70067,Y,26,57,Unlimited
8120,F,Married,0,71225,Y,51,72,Family Gold
8121,M,Single,0,19378,N,27,33,Gold
8122,M,Single,0,58457,N,18,1,Gold
8123,M,Single,5,45931,Y,28,93,Unlimited
8124,F,Single,1,84287,Y,26,48,Unlimited
8125,M,Married,2,11371,N,43,87,Family Military
8126,M,Single,0,44749,Y,22,46,Platinum
8127,F,Married,1,19625,Y,45,37,Family Gold
8128,F,Married,2,66639,Y,37,86,Family Silver
8129,F,Single,0,73658,Y,18,3,Silver
8130,F,Single,1,38547,Y,26,74,Unlimited
8131,F,Single,2,513193,N,25,62,Silver
8132,M,Married,1,271614,Y,47,49,Family Unlimited
8133,M,Married,1,367087,Y,41,93,Family Military
8134,F,Married,0,17164,Y,37,50,Family Unlimited
8135,F,Married,0,80392,Y,73,92,Family Platinum
8136,F,Married,2,44846,Y,27,53,Family Gold
8137,M,Single,1,84884,Y,22,9,Platinum
8138,F,Married,0,39972,N,35,87,Family Platinum
8139,F,Married,9,91702,N,35,69,Family Silver
8140,M,Single,9,23263,Y,29,94,Unlimited
8141,F,Married,1,278,N,31,80,Family Unlimited
8142,M,Single,0,3557,Y,22,27,Platinum
8143,M,Married,1,557213,Y,25,85,Family Military
8144,F,Married,0,988601,N,42,74,Family Silver
8145,M,Single,1,52382,N,30,95,Silver
8146,F,Single,1,48627,Y,19,8,Gold
8147,F,Married,2,14380,Y,51,84,Family Gold
8148,F,Single,2,59687,Y,23,61,Platinum
8149,M,Single,0,92892,N,20,36,Gold
8150,F,Married,0,25852,Y,57,41,Family Military
8151,F,Married,2,88492,Y,51,17,Family Unlimited
8152,M,Single,2,69238,N,19,6,Unlimited
8153,M,Married,0,44265,N,33,53,Family Platinum
8154,F,Single,0,74488,Y,73,35,Unlimited
8155,M,Single,0,75153,Y,27,37,Unlimited
8156,F,Single,0,97477,Y,30,72,Platinum
8157,M,Single,0,72982,Y,21,4,Gold
8158,F,Married,1,95870,Y,49,91,Family Military
8159,F,Married,2,89212,Y,52,108,Family Silver
8160,F,Single,1,82091,N,22,14,Platinum
8161,F,Single,2,15505,Y,23,50,Unlimited
