"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"23","Y","50377","M","9111","Single","Silver","17","1","0.00","49.68","3","49.68","0.00","0","Auto","5","7","7","3","2","T"
"42","N","59335","M","9128","Married","Family Unlimited","69","5","0.00","175.45","3","174.81","43.71","5","CC","3","0","0","3","2","T"
"19","Y","81081","F","9141","Single","Platinum","6","2","56.78","90.34","17","80.87","0.00","0","CC","3","3","3","4","2","T"
"43","N","41761","F","9211","Married","Family Gold","100","0","32.51","116.30","17","115.97","0.00","0","Auto","0","0","0","0","0","F"
"33","N","251597","F","9218","Married","Family Unlimited","109","0","26.19","171.74","3","171.49","0.00","0","Auto","2","4","4","2","1","F"
"30","N","42684","F","9258","Single","Gold","112","1","0.00","67.00","17","66.40","66.40","20","CK","0","2","2","0","0","F"
"24","N","476111","M","9264","Single","Gold","80","0","8.82","70.00","17","69.71","13.95","4","CC","0","1","0","0","0","F"
"24","Y","11984","F","9286","Single","Platinum","9","2","0.00","86.38","3","86.38","0.00","0","CC","3","2","2","2","1","F"
"49","Y","515163","F","9295","Married","Family Gold","120","0","0.00","110.54","3","110.12","49.56","9","CC","0","0","0","2","1","F"
"43","Y","81274","N","9332","Married","Family Military","25","1","0.00","128.66","17","128.40","6.42","1","CC","0","12","2","0","0","T"
"19","Y","822019","N","9348","Single","Platinum","7","0","54.64","181.01","17","173.20","0.00","0","CC","0","0","0","0","0","F"
"28","N","722514","F","9366","Married","Family Military","79","2","0.00","122.24","3","122.24","0.00","0","Auto","3","2","2","3","2","T"
"43","N","8839","M","9393","Married","Family Silver","116","7","9.21","82.54","3","82.46","0.00","0","Auto","3","0","0","3","2","T"
"23","N","85949","M","9438","Married","Family Platinum","41","0","49.65","146.10","17","144.88","0.00","0","Auto","2","0","0","2","1","F"
"43","Y","62228","M","9504","Married","Family Platinum","60","2","57.54","150.57","17","148.37","74.19","10","CK","0","56","5","0","0","T"
"19","N","48194","M","9517","Single","Platinum","4","1","0.00","87.86","17","87.86","0.00","0","CC","3","0","0","0","0","F"
"31","Y","21827","F","9520","Married","Family Military","117","0","13.97","126.74","3","125.49","131.77","21","CK","0","3","3","0","0","F"
"61","Y","20074","F","9561","Married","Family Military","41","0","46.51","122.86","3","121.28","18.20","3","CC","1","3","0","2","1","F"
"30","Y","81582","M","9668","Single","Gold","18","0","56.06","64.41","17","61.29","0.00","0","CC","4","0","0","4","3","T"
"48","Y","47610","M","9728","Married","Family Military","31","2","0.00","120.91","3","120.52","12.06","2","CC","2","0","0","2","1","F"
"76","Y","49298","M","9732","Married","Family Unlimited","81","0","0.00","175.74","3","175.09","52.53","6","ACH","5","3","3","5","3","T"
"20","Y","81137","M","9735","Single","Silver","6","1","11.59","51.80","17","49.86","0.00","0","Auto","1","3","0","0","0","F"
"54","Y","22327","F","9748","Married","Family Silver","38","0","0.00","81.07","17","81.07","0.00","0","CC","0","1","0","0","0","F"
"33","Y","151201","M","9766","Married","Family Platinum","78","0","0.00","147.56","3","147.56","0.00","0","Auto","0","2","0","0","0","F"
"45","N","14362","F","9771","Married","Family Unlimited","59","0","27.31","171.21","17","170.02","42.51","5","ACH","1","3","3","2","1","F"
"28","N","74339","F","9782","Single","Platinum","109","0","0.00","80.09","17","80.09","0.00","0","Auto","0","2","0","0","0","F"
"39","Y","42261","M","9792","Married","Family Silver","56","2","41.62","132.55","3","131.80","0.00","0","Auto","0","4","0","0","0","F"
"65","N","77282","F","9835","Married","Family Gold","110","0","0.00","110.55","3","110.14","44.06","8","CC","1","1","1","2","1","F"
"40","N","74051","M","9843","Married","Family Silver","64","1","0.00","84.25","17","84.11","8.42","2","CC","2","0","0","0","0","F"
"21","Y","35516","M","9847","Single","Gold","18","1","0.00","66.38","17","66.38","0.00","0","CC","0","15","6","0","0","T"
"27","Y","70582","M","9884","Single","Gold","11","1","42.63","146.98","3","143.10","0.00","0","Auto","0","0","0","0","0","F"
"46","Y","96715","F","9904","Married","Family Silver","89","0","13.62","88.18","3","88.02","0.00","0","Auto","3","1","1","0","0","T"
"23","Y","99165","M","9967","Single","Unlimited","8","0","0.00","109.32","3","109.32","0.00","0","PP","1","0","0","0","0","F"
"49","Y","92760","F","9968","Married","Family Unlimited","114","2","7.85","185.40","3","184.60","83.07","9","CC","3","5","1","2","1","T"
"43","Y","740813","F","10021","Single","Unlimited","26","0","0.00","102.09","3","101.31","20.27","4","CK","5","3","3","6","3","F"
"25","Y","13411","M","10032","Single","Platinum","77","1","17.59","87.48","3","86.52","56.24","13","CK","0","14","5","2","1","T"
"27","Y","42160","M","10042","Single","Platinum","90","0","0.00","82.59","17","82.40","16.48","4","CC","2","4","0","2","1","F"
"18","N","6827","M","10078","Single","Silver","3","1","0.00","49.29","3","49.29","0.00","0","PP","0","3","0","0","0","F"
"33","N","39602","F","10097","Married","Family Gold","80","0","0.00","115.29","17","115.29","0.00","0","CC","0","4","0","0","0","F"
"22","Y","20873","M","10195","Single","Silver","43","1","0.00","46.94","3","46.77","7.02","3","CC","0","0","0","2","1","F"
"22","Y","927009","F","10239","Single","Unlimited","25","0","0.00","105.63","17","105.41","5.28","1","CC","5","1","1","2","1","T"
"24","Y","6294","F","10248","Single","Silver","69","0","34.15","46.69","17","46.12","4.62","2","CC","0","0","0","2","1","F"
"29","Y","62305","M","10273","Single","Gold","5","2","0.00","68.87","17","68.87","0.00","0","Auto","3","4","4","2","1","T"
"42","Y","82016","M","10302","Married","Family Unlimited","25","0","19.64","181.06","3","179.91","9.00","1","CC","0","0","0","0","0","F"
"19","Y","49125","M","10343","Single","Platinum","15","0","40.16","86.99","17","84.31","0.00","0","Auto","0","3","0","0","0","F"
"18","Y","70464","M","10361","Single","Platinum","9","0","0.00","87.49","3","87.49","0.00","0","Auto","0","1","0","0","0","F"
"35","Y","36184","F","10374","Married","Family Gold","91","2","0.00","175.60","17","175.60","0.00","0","Auto","0","1","0","0","0","F"
"30","Y","81304","M","10377","Single","Platinum","84","0","42.97","89.91","17","89.23","13.39","3","CC","0","0","0","0","0","F"
"28","Y","80796","M","10417","Single","Unlimited","13","0","4.02","190.04","3","189.00","9.45","1","CC","1","0","0","0","0","F"
"23","Y","84843","M","10432","Married","Family Platinum","55","0","58.29","147.54","17","146.48","0.00","0","PP","1","1","0","0","0","F"
"39","Y","49791","F","10451","Married","Family Platinum","81","0","0.00","147.18","17","146.81","29.37","4","CC","2","0","0","2","1","F"
"38","Y","98102","F","1054","Married","Family Platinum","73","2","0.00","148.32","17","148.01","22.21","3","CC","0","0","0","0","0","F"
"43","Y","68967","F","10581","Married","Family Platinum","43","2","0.00","181.80","3","181.80","0.00","0","Auto","0","3","3","0","0","F"
"20","N","98621","M","1059","Single","Platinum","23","1","12.20","84.31","17","83.59","4.18","1","PP","0","0","0","0","0","F"
"28","Y","37004","M","10599","Single","Platinum","79","0","10.70","81.86","3","81.72","0.00","0","Auto","2","0","0","4","2","T"
"22","Y","245296","F","10610","Single","Silver","36","0","0.00","44.12","3","43.99","4.40","2","PP","4","17","4","8","4","T"
"35","Y","14185","F","10613","Married","Family Silver","59","1","0.00","83.54","17","83.54","0.00","0","CC","0","0","0","2","1","F"
"33","N","71830","M","1063","Married","Family Military","40","0","52.14","123.89","17","122.12","18.32","3","CC","0","0","0","0","0","F"
"28","Y","53447","M","10630","Single","Silver","91","0","24.21","52.37","17","52.10","0.00","0","CC","2","11","3","2","1","T"
"72","N","88080","F","10635","Married","Family Unlimited","76","0","50.95","181.59","17","179.38","116.60","13","CK","1","13","3","0","0","T"
"25","Y","9444","M","10732","Single","Unlimited","73","0","15.44","152.62","17","152.40","0.00","0","Auto","0","0","0","2","1","F"
"20","Y","712630","F","10779","Single","Gold","10","1","0.00","69.94","17","69.94","0.00","0","CC","1","4","4","0","0","F"
"26","N","215123","M","10807","Married","Family Military","52","2","0.00","124.65","3","124.17","24.84","4","CC","0","10","1","2","0","F"
"30","N","78971","M","10816","Single","Gold","34","0","0.00","66.07","3","65.87","6.59","2","CC","4","5","5","2","1","T"
"67","Y","31581","F","10820","Single","Gold","73","0","0.00","139.28","3","138.80","34.70","5","ACH","2","6","2","2","1","F"
"44","Y","27293","M","10859","Married","Family Gold","3","0","46.00","190.94","17","175.60","0.00","0","CC","1","0","0","2","1","F"
"26","N","259684","M","10986","Single","Platinum","18","0","50.19","86.91","17","84.12","0.00","0","CC","1","3","0","0","0","F"
"29","N","47076","M","11043","Single","Gold","101","2","0.00","67.38","17","66.78","60.11","18","CK","1","2","2","0","0","F"
"45","N","17319","M","11044","Married","Family Military","53","2","0.00","127.29","3","126.81","25.37","4","CC","0","1","1","0","0","F"
"22","Y","38578","M","11065","Single","Silver","41","1","2.14","49.95","17","49.89","0.00","0","CC","2","3","3","2","1","F"
"26","N","77827","F","11161","Single","Silver","95","1","0.00","59.73","3","59.20","50.32","17","CK","0","3","3","0","0","F"
"30","Y","96259","F","1120","Married","Family Silver","92","2","0.00","81.39","3","81.08","28.38","7","ACH","0","0","0","0","0","F"
"24","N","82904","M","11212","Married","Family Platinum","42","2","35.78","141.68","17","140.49","14.05","2","PP","0","0","0","0","0","F"
"20","Y","159395","F","11214","Single","Unlimited","9","2","0.00","100.66","3","100.66","0.00","0","CC","3","5","1","0","0","T"
"26","Y","18293","M","11226","Single","Unlimited","11","0","0.00","102.41","17","101.94","5.10","1","CC","5","0","0","9","5","T"
"20","Y","66405","M","1127","Single","Unlimited","19","0","0.00","101.50","3","101.23","5.07","1","CC","3","7","2","2","1","T"
"23","Y","84900","M","11277","Single","Unlimited","45","0","0.00","107.71","17","107.59","5.38","1","PP","3","0","0","2","1","T"
"27","Y","88097","F","11301","Single","Silver","67","0","15.00","49.74","3","49.33","12.34","5","CC","2","22","2","1","0","T"
"35","Y","41280","F","11330","Married","Family Silver","43","0","0.00","80.79","3","80.50","12.08","3","CC","4","0","0","5","3","T"
"34","Y","22268","F","11360","Married","Family Unlimited","91","0","0.00","180.26","17","179.47","71.79","8","CC","1","0","0","2","1","F"
"23","Y","88886","F","11366","Single","Silver","15","1","0.00","42.27","3","42.12","2.11","1","CC","0","0","0","0","0","F"
"30","Y","396004","F","11402","Married","Family Gold","8","0","0.00","114.91","3","114.91","0.00","0","CC","2","1","0","2","1","F"
"29","Y","10047","F","11418","Single","Unlimited","68","1","0.00","166.70","17","166.70","0.00","0","Auto","0","2","0","2","1","F"
"24","Y","108337","M","11424","Single","Silver","28","0","41.50","105.56","3","103.70","10.37","2","CC","3","4","0","0","0","T"
"24","N","4717","F","11434","Single","Gold","27","1","55.30","112.25","17","110.20","0.00","0","Auto","1","16","2","2","1","T"
"49","Y","829205","F","11438","Married","Family Gold","33","2","58.26","154.36","17","151.90","22.79","3","CC","3","2","0","2","1","T"
"49","Y","8919","M","11553","Married","Family Silver","42","1","0.00","87.46","17","86.73","30.36","7","CK","2","4","4","2","1","F"
"20","Y","8347","F","11557","Single","Platinum","27","2","0.00","85.95","3","85.63","8.57","2","CC","0","14","2","2","1","T"
"24","Y","5457","F","11558","Married","Family Platinum","56","1","30.09","146.09","3","145.03","29.01","4","CC","2","0","0","4","2","T"
"34","Y","21622","M","11566","Married","Family Gold","108","1","0.00","118.49","17","117.45","111.58","19","CK","1","44","5","2","1","T"
"24","Y","547","F","11630","Married","Family Platinum","74","0","0.00","148.09","3","148.09","0.00","0","Auto","0","0","0","0","0","F"
"33","Y","68909","M","11638","Married","Family Gold","68","0","0.00","117.50","3","117.06","29.27","5","CC","3","0","0","2","1","T"
"36","N","662","F","11678","Married","Family Unlimited","86","1","0.00","180.63","3","180.00","54.00","6","CC","0","1","0","2","1","F"
"39","Y","15805","M","11737","Married","Family Military","19","0","4.04","121.52","17","121.30","0.00","0","CC","2","4","0","3","2","T"
"37","Y","77681","M","11770","Married","Family Platinum","28","4","0.00","144.04","17","143.78","7.19","1","PP","1","1","0","0","0","F"
"27","Y","61236","M","1179","Married","Family Unlimited","58","0","18.27","172.98","3","172.66","0.00","0","Auto","1","0","0","0","0","F"
"54","Y","64464","F","11801","Married","Family Silver","118","0","0.00","84.66","17","84.66","0.00","0","Auto","0","2","0","0","0","F"
"25","N","81725","F","11874","Single","Unlimited","24","0","52.74","110.47","17","108.27","0.00","0","CC","4","1","1","5","4","T"
"28","Y","7293","F","1190","Single","Silver","62","2","0.00","105.26","17","105.00","15.75","3","CC","5","1","0","3","2","T"
"36","Y","52600","F","11957","Married","Family Military","57","0","13.50","121.48","3","121.24","0.00","0","Auto","0","0","0","0","0","F"
"45","N","279750","M","11960","Married","Family Platinum","34","0","21.41","141.92","3","140.87","14.09","2","CC","0","0","0","1","0","F"
"30","N","39379","F","11977","Single","Silver","44","2","54.86","44.54","17","43.29","0.00","0","Auto","5","0","0","3","2","T"
"19","N","2688","M","11983","Single","Silver","3","2","0.00","45.22","17","45.22","0.00","0","PP","0","1","1","0","0","F"
"29","N","73526","M","1212","Single","Unlimited","93","1","12.04","108.09","17","107.55","37.65","7","CC","3","0","0","2","1","T"
"33","Y","63418","M","1216","Married","Family Unlimited","8","0","16.47","182.74","17","179.55","8.98","1","CK","0","19","2","0","0","T"
"50","Y","345264","F","1253","Married","Family Platinum","52","0","0.00","140.78","17","140.78","0.00","0","Auto","2","0","0","4","2","F"
"27","Y","48856","F","1311","Single","Unlimited","88","0","0.00","140.06","3","139.50","48.83","7","CC","0","2","2","2","1","F"
"19","N","517656","F","1333","Single","Platinum","6","0","41.50","93.47","17","86.55","0.00","0","CC","0","7","3","1","0","F"
"21","Y","12751","M","1393","Single","Gold","10","0","0.00","62.29","3","62.29","0.00","0","CC","5","1","1","3","2","T"
"19","Y","8921","F","1420","Single","Unlimited","20","0","0.00","108.18","3","107.91","5.40","1","PP","3","0","0","0","0","F"
"44","Y","98439","M","1431","Married","Family Gold","101","1","0.00","118.41","17","118.41","0.00","0","Auto","2","0","0","2","1","F"
"49","N","65656","M","1467","Married","Family Gold","13","2","0.00","117.13","3","116.68","5.84","1","PP","1","2","0","0","0","F"
"27","Y","67355","F","1514","Single","Silver","44","0","0.00","64.28","17","64.20","3.21","1","CC","1","3","3","0","0","F"
"44","Y","38340","F","1541","Married","Family Silver","58","0","35.70","122.32","3","121.70","0.00","0","Auto","0","1","0","0","0","F"
"28","Y","760","M","1618","Single","Gold","51","0","57.91","66.79","17","65.65","0.00","0","Auto","2","4","4","2","1","F"
"19","Y","8535","F","1660","Single","Silver","15","0","0.00","52.08","3","51.90","2.60","1","CC","5","3","3","8","5","T"
"19","N","21786","F","1664","Single","Platinum","7","0","0.00","82.21","17","82.21","0.00","0","CC","0","2","2","2","1","F"
"24","N","15442","F","1667","Single","Unlimited","54","1","0.00","107.12","17","106.62","26.66","5","CC","4","1","1","3","2","F"
"45","Y","388062","M","1670","Married","Family Platinum","41","1","5.83","193.65","3","192.80","28.92","3","CC","2","0","0","2","1","F"
"26","Y","40057","M","1687","Single","Platinum","55","2","27.39","87.36","3","86.15","38.77","9","CK","0","5","5","2","0","F"
"21","Y","26307","F","1795","Single","Silver","30","0","0.00","46.94","3","46.78","4.68","2","CC","1","11","1","2","1","F"
"40","Y","73145","F","1874","Married","Family Gold","67","6","48.59","112.19","3","111.05","27.77","5","CC","2","3","0","4","2","T"
"25","Y","917892","M","1877","Single","Unlimited","87","3","0.00","105.81","17","105.81","0.00","0","CC","1","0","0","0","0","F"
