ID,DroppedCalls,SupportCallsYear,SupportCallsMonth,ComplaintsYear,ComplaintsMonth
7635,0,15,3,2,1
7636,4,4,4,4,2
7637,4,11,1,5,4
7638,0,0,0,0,0
7639,0,3,3,0,0
7640,0,0,0,0,0
7641,1,0,0,0,0
7642,0,1,0,0,0
7643,4,4,0,4,3
7644,1,0,0,0,0
7645,2,0,0,0,0
7646,0,1,0,2,1
7647,0,2,2,0,0
7648,3,1,0,2,1
7649,4,6,6,2,1
7650,2,0,0,3,2
7651,0,3,0,0,0
7652,2,10,2,3,2
7653,3,0,0,4,2
7654,1,0,0,0,0
7655,3,2,0,2,1
7656,0,2,0,0,0
7657,3,0,0,2,1
7658,3,4,0,2,1
7659,2,2,2,0,0
7660,3,3,0,2,1
7661,0,2,2,0,0
7662,3,2,0,4,2
7663,0,0,0,0,0
7664,4,52,6,2,1
7665,0,1,0,2,1
7666,0,3,0,0,0
7667,2,0,0,0,0
7668,3,1,0,4,2
7669,2,21,3,3,2
7670,3,4,0,3,2
7671,2,3,0,2,1
7672,0,6,1,0,0
7673,1,3,3,2,1
7674,2,0,0,2,1
7675,2,1,1,0,0
7676,1,0,0,0,0
7677,4,3,0,4,2
7678,2,8,2,2,1
7679,0,4,4,0,0
7680,2,1,0,0,0
7681,2,0,0,4,2
7682,0,2,2,2,1
7683,2,19,3,0,0
7684,0,0,0,0,0
7685,0,0,0,2,1
7686,0,2,2,0,0
7687,3,0,0,4,2
7688,0,2,0,0,0
7689,0,0,0,2,1
7690,0,1,1,0,0
7691,0,2,0,2,1
7692,0,2,2,0,0
7693,1,3,3,2,0
7694,4,0,0,4,2
7695,3,36,6,2,1
7696,0,1,1,0,0
7697,5,0,0,4,2
7698,4,5,5,6,3
7699,4,1,0,6,3
7700,3,2,2,1,0
7701,1,3,3,0,0
7702,0,43,6,0,0
7703,2,0,0,2,1
7704,0,6,6,0,0
7705,3,1,1,2,1
7706,3,0,0,0,0
7707,3,0,0,2,1
7708,0,15,4,0,0
7709,1,24,6,0,0
7710,0,5,5,2,0
7711,4,4,4,7,4
7712,2,4,0,2,1
7713,1,4,4,0,0
7714,3,0,0,0,0
7715,1,1,0,0,0
7716,1,3,3,0,0
7717,3,0,0,2,1
7718,1,1,1,2,0
7719,0,22,2,0,0
7720,0,5,5,2,1
7721,2,2,2,4,2
7722,0,1,0,0,0
7723,0,7,7,0,0
7724,1,9,1,0,0
7725,0,1,0,2,1
7726,2,22,3,4,2
7727,1,0,0,2,1
7728,2,3,3,2,1
7729,4,20,2,2,1
7730,0,32,4,0,0
7731,2,3,0,2,1
7732,3,11,2,2,1
7733,0,0,0,0,0
7734,0,6,6,2,1
7735,0,12,4,0,0
7736,0,0,0,2,0
7737,1,38,7,0,0
7738,2,0,0,0,0
7739,0,0,0,0,0
7740,2,2,2,2,0
7741,0,3,0,0,0
7742,2,1,0,4,2
7743,3,1,1,2,1
7744,1,3,3,0,0
7745,0,0,0,2,1
7746,0,6,6,0,0
7747,3,4,0,3,2
7748,5,0,0,2,1
7749,5,0,0,2,1
7750,1,15,4,0,0
7751,0,23,2,0,0
7752,0,0,0,0,0
7753,0,0,0,0,0
7754,0,20,3,2,1
7755,3,4,4,4,2
7756,0,31,6,0,0
7757,1,14,2,2,0
7758,1,4,0,2,1
7759,3,0,0,0,0
7760,2,3,3,0,0
7761,0,7,3,0,0
7762,0,4,4,0,0
7763,0,1,0,0,0
7764,4,3,0,2,1
7765,0,22,2,0,0
7766,0,0,0,2,1
7767,0,10,2,0,0
7768,0,7,7,0,0
7769,0,4,0,0,0
7770,0,0,0,0,0
7771,4,2,2,5,4
7772,4,0,0,4,2
7773,2,2,2,2,1
7774,0,9,1,0,0
7775,0,35,4,0,0
7776,3,0,0,2,1
7777,3,0,0,0,0
7778,1,2,0,0,0
7779,3,0,0,2,1
7780,0,0,0,2,1
7781,0,2,0,0,0
7782,3,3,3,2,1
7783,3,0,0,3,2
7784,0,0,0,0,0
7785,2,0,0,2,1
7786,3,3,3,2,1
7787,0,0,0,2,1
7788,1,3,0,2,1
7789,2,4,4,2,1
7790,3,3,0,2,1
7791,2,9,1,2,1
7792,1,1,1,0,0
7793,0,0,0,0,0
7794,2,0,0,2,1
7795,0,3,0,2,1
7796,0,4,4,0,0
7797,1,0,0,0,0
7798,2,4,4,0,0
7799,4,3,3,4,3
7800,3,0,0,0,0
7801,0,2,0,1,0
7802,3,0,0,2,1
7803,0,16,4,1,0
7804,0,0,0,2,1
7805,1,2,2,0,0
7806,0,2,2,0,0
7807,0,22,5,2,1
7808,3,0,0,3,2
7809,5,21,5,6,5
7810,1,0,0,0,0
7811,0,0,0,2,1
7812,0,15,5,2,1
7813,3,4,4,4,2
7814,4,0,0,4,3
7815,1,0,0,0,0
7816,0,5,5,0,0
7817,2,12,3,2,1
7818,0,0,0,0,0
7819,3,1,0,0,0
7820,5,0,0,7,4
7821,1,18,3,2,1
7822,3,0,0,3,2
7823,0,1,1,2,1
7824,2,28,3,2,1
7825,5,2,0,9,5
7826,3,0,0,0,0
7827,1,21,2,2,1
7828,0,0,0,1,0
7829,2,12,4,2,1
7830,2,0,0,1,0
7831,0,0,0,0,0
7832,0,8,4,0,0
7833,0,2,0,0,0
7834,0,7,1,2,1
7835,2,1,1,2,1
7836,0,4,4,2,1
7837,2,22,2,2,1
7838,2,3,3,4,2
7839,0,2,0,2,0
7840,5,0,0,3,2
7841,5,4,4,3,2
7842,0,2,0,0,0
7843,1,0,0,0,0
7844,2,4,4,2,1
7845,2,31,6,0,0
7846,1,0,0,0,0
7847,1,0,0,0,0
7848,2,3,3,3,2
7849,0,2,2,0,0
7850,3,0,0,3,2
7851,4,0,0,2,1
7852,1,15,5,0,0
7853,0,2,0,0,0
7854,2,0,0,0,0
7855,4,0,0,2,1
7856,0,16,2,2,1
7857,4,10,1,4,3
7858,1,4,4,0,0
7859,4,0,0,2,1
7860,2,29,3,0,0
7861,0,3,3,0,0
7862,4,3,3,6,4
7863,2,1,1,2,1
7864,2,2,2,3,2
7865,1,14,4,2,1
7866,2,3,3,0,0
7867,0,0,0,0,0
7868,1,0,0,2,1
7869,3,7,2,2,1
7870,5,3,0,2,1
7871,0,1,1,0,0
7872,3,4,0,2,1
7873,3,12,3,2,1
7874,2,3,3,4,2
7875,5,0,0,2,1
7876,2,0,0,2,1
7877,1,12,2,2,1
7878,3,6,6,3,2
7879,3,7,7,3,2
7880,1,0,0,2,1
7881,0,1,1,0,0
7882,2,2,2,0,0
7883,0,3,3,0,0
7884,2,1,1,2,1
7885,1,30,3,0,0
7886,0,1,1,1,0
7887,3,2,2,2,1
7888,0,0,0,2,1
7889,2,3,3,2,1
7890,1,0,0,1,0
7891,0,27,3,0,0
7892,2,8,1,2,1
7893,1,6,2,2,1
7894,0,12,3,0,0
7895,0,2,0,0,0
7896,0,3,3,0,0
7897,4,11,2,4,2
7898,2,0,0,0,0
7899,2,0,0,2,1
7900,3,0,0,0,0
7901,5,2,2,2,1
7902,0,8,8,0,0
7903,1,3,3,0,0
7904,2,2,2,2,1
7905,3,27,5,0,0
7906,0,4,0,0,0
7907,0,15,4,2,1
7908,2,3,3,2,1
7909,0,0,0,0,0
7910,0,1,0,2,1
7911,0,4,4,1,0
7912,2,2,0,2,1
7913,0,0,0,0,0
7914,0,4,4,0,0
7915,3,33,5,4,2
7916,2,3,0,2,1
7917,0,1,0,0,0
7918,2,12,2,0,0
7919,4,0,0,5,3
7920,1,0,0,0,0
7921,2,0,0,2,1
7922,0,0,0,0,0
7923,3,0,0,2,1
7924,3,0,0,4,2
7925,4,2,2,2,1
7926,3,8,8,3,2
7927,1,2,2,0,0
7928,5,4,4,6,3
7929,3,0,0,4,2
7930,1,0,0,2,1
7931,0,0,0,2,1
7932,0,2,2,2,1
7933,2,0,0,0,0
7934,0,11,3,0,0
7935,0,1,0,0,0
7936,0,1,0,0,0
7937,1,0,0,2,1
7938,2,1,1,4,2
7939,3,0,0,0,0
7940,3,34,7,2,1
7941,4,1,1,6,3
7942,3,0,0,2,1
7943,0,28,4,2,1
7944,0,33,3,2,1
7945,0,11,3,1,0
7946,3,0,0,0,0
7947,1,6,2,0,0
7948,0,3,0,0,0
7949,0,2,2,0,0
7950,0,3,0,0,0
7951,0,35,4,0,0
7952,3,3,0,2,1
7953,5,2,2,6,4
7954,0,2,0,2,1
7955,2,12,2,2,1
7956,0,2,2,0,0
7957,3,0,0,2,1
7958,2,4,0,2,1
7959,0,1,0,0,0
7960,3,0,0,0,0
7961,0,4,4,0,0
7962,0,2,0,0,0
7963,0,0,0,1,0
7964,3,0,0,2,1
7965,5,1,1,8,5
7966,1,5,5,2,1
7967,2,6,6,2,1
7968,4,0,0,6,4
7969,3,4,0,4,2
7970,2,30,4,1,0
7971,0,1,0,2,1
7972,0,2,0,1,0
7973,0,4,4,0,0
7974,3,2,0,3,2
7975,0,0,0,0,0
7976,0,12,2,0,0
7977,0,0,0,2,1
7978,0,2,2,0,0
7979,3,28,5,2,1
7980,0,0,0,0,0
7981,1,0,0,0,0
7982,1,12,2,2,1
7983,3,6,6,2,1
7984,3,21,2,0,0
7985,3,4,0,3,2
7986,0,19,4,1,0
7987,5,3,3,9,5
7988,1,0,0,0,0
7989,0,2,0,0,0
7990,4,0,0,6,3
7991,1,0,0,0,0
7992,0,0,0,2,1
7993,0,2,2,2,1
7994,2,3,0,0,0
7995,4,2,2,4,2
7996,1,4,0,0,0
7997,0,5,5,2,1
7998,4,1,1,5,3
7999,4,4,0,6,4
8000,3,9,2,0,0
8001,0,0,0,0,0
8002,3,0,0,2,1
8003,3,0,0,4,2
8004,3,21,3,2,1
8005,4,0,0,4,2
8006,1,19,2,0,0
8007,1,19,2,0,0
8008,4,0,0,3,2
8009,0,1,0,2,1
8010,3,11,2,0,0
8011,0,7,3,0,0
8012,1,19,2,0,0
8013,0,0,0,0,0
8014,3,1,1,2,1
8015,3,2,2,0,0
8016,0,23,4,2,1
8017,3,1,1,2,1
8018,2,2,0,2,1
8019,0,0,0,0,0
8020,2,0,0,4,2
8021,0,0,0,2,1
8022,3,2,2,2,1
8023,0,5,1,0,0
8024,0,3,3,2,1
8025,3,1,0,4,2
8026,0,12,2,0,0
8027,1,14,3,0,0
8028,0,3,3,0,0
8029,3,0,0,2,1
8030,0,18,3,0,0
8031,1,0,0,2,1
8032,0,4,4,2,1
8033,2,0,0,2,1
8034,2,4,4,2,1
8035,2,4,4,4,2
8036,0,14,6,0,0
8037,0,0,0,0,0
8038,1,14,2,0,0
8039,0,0,0,0,0
8040,0,20,4,2,1
8041,2,3,3,2,1
8042,0,0,0,0,0
8043,0,12,2,2,1
8044,2,23,3,2,1
8045,5,3,0,8,5
8046,0,8,3,0,0
8047,1,2,0,0,0
8048,5,11,3,9,5
8049,0,0,0,0,0
8050,0,0,0,2,1
8051,3,0,0,2,1
8052,0,4,0,0,0
8053,4,0,0,8,4
8054,0,0,0,0,0
8055,0,0,0,0,0
8056,1,1,1,2,0
8057,3,9,2,4,2
8058,0,6,6,2,1
8059,0,2,2,0,0
8060,5,2,2,3,2
8061,0,0,0,1,0
8062,0,7,7,0,0
8063,0,0,0,2,1
8064,1,0,0,0,0
8065,0,0,0,0,0
8066,0,5,5,2,0
8067,0,0,0,0,0
8068,0,4,4,0,0
8069,0,0,0,0,0
8070,1,4,0,0,0
8071,3,3,0,2,1
8072,0,0,0,0,0
8073,1,1,0,0,0
8074,0,3,3,0,0
8075,0,0,0,0,0
8076,0,1,1,0,0
8077,0,5,5,2,1
8078,1,6,6,0,0
8079,4,4,1,3,2
8080,3,3,0,2,1
8081,0,1,1,0,0
8082,0,0,0,0,0
8083,5,2,2,4,3
8084,1,3,0,0,0
8085,1,0,0,0,0
8086,0,21,4,0,0
8087,0,26,5,0,0
8088,2,0,0,0,0
8089,2,1,0,0,0
8090,0,0,0,0,0
8091,2,3,0,0,0
8092,0,0,0,0,0
8093,1,5,5,0,0
8094,1,1,0,2,1
8095,1,0,0,0,0
8096,2,0,0,0,0
8097,0,18,4,0,0
8098,0,4,4,0,0
8099,2,11,2,2,1
8100,0,28,4,0,0
8101,3,0,0,2,1
8102,0,0,0,0,0
8103,1,1,1,0,0
8104,0,0,0,0,0
8105,2,0,0,0,0
8106,3,0,0,4,2
8107,2,5,5,4,2
8108,1,0,0,0,0
8109,5,4,0,6,4
8110,3,0,0,0,0
8111,2,12,2,2,1
8112,1,0,0,0,0
8113,4,1,1,6,4
8114,1,22,6,0,0
8115,4,1,0,2,1
8116,1,2,2,0,0
8117,0,0,0,0,0
8118,3,4,4,2,1
8119,1,20,4,2,1
8120,2,0,0,0,0
8121,3,2,2,4,2
8122,0,24,5,0,0
8123,5,9,1,5,4
8124,4,13,2,4,2
8125,2,0,0,3,2
8126,3,0,0,2,1
8127,0,0,0,2,1
8128,0,1,0,0,0
8129,3,1,1,0,0
8130,4,1,1,3,2
8131,2,3,3,2,1
8132,1,4,0,0,0
8133,0,0,0,0,0
8134,5,0,0,4,3
8135,2,13,3,2,1
8136,1,0,0,0,0
8137,3,0,0,3,2
8138,5,3,0,2,1
8139,1,4,0,0,0
8140,0,0,0,2,1
8141,0,27,6,2,1
8142,2,0,0,2,1
8143,3,0,0,2,1
8144,0,20,5,2,1
8145,0,5,5,0,0
8146,2,0,0,0,0
8147,1,0,0,2,1
8148,0,4,0,0,0
8149,4,5,1,3,2
8150,2,9,2,4,2
8151,0,0,0,0,0
8152,1,0,0,0,0
8153,2,2,0,2,1
8154,0,2,0,0,0
8155,1,10,4,2,1
8156,0,5,1,0,0
8157,0,0,0,0,0
8158,3,0,0,0,0
8159,0,4,0,0,0
8160,0,1,1,0,0
8161,1,2,2,0,0
8162,1,3,0,1,0
8163,3,2,0,4,2
8164,3,6,6,2,1
8165,1,0,0,0,0
8166,2,3,3,4,2
8167,2,0,0,4,2
8168,3,0,0,0,0
8169,3,4,0,2,1
8170,1,0,0,0,0
8171,3,3,0,0,0
8172,0,23,3,2,1
8173,0,4,0,0,0
8174,0,11,6,0,0
8175,2,4,0,3,2
8176,1,0,0,0,0
8177,1,0,0,0,0
8178,0,0,0,0,0
8179,0,3,0,0,0
8180,0,0,0,0,0
8181,3,3,3,3,2
8182,5,3,0,8,5
8183,0,4,4,2,1
8184,0,3,3,2,1
8185,0,28,8,0,0
8186,0,1,1,0,0
8187,3,0,0,2,1
8188,0,0,0,2,1
8189,1,4,4,0,0
8190,0,4,4,0,0
8191,3,0,0,3,2
8192,0,13,3,2,1
8193,3,1,0,3,2
8194,0,2,2,2,1
8195,5,0,0,2,1
8196,3,0,0,2,1
8197,0,0,0,0,0
8198,0,12,2,2,1
8199,3,11,4,2,1
8200,3,0,0,2,1
8201,5,19,2,4,2
8202,0,0,0,2,1
8203,1,7,7,2,1
8204,0,0,0,0,0
8205,3,12,6,0,0
8206,2,0,0,2,1
8207,3,3,3,2,1
8208,2,2,0,2,1
8209,1,6,6,0,0
8210,1,2,2,2,1
8211,3,13,3,4,2
8212,3,2,2,4,2
8213,0,0,0,2,0
8214,0,8,8,0,0
8215,1,29,4,0,0
8216,0,3,0,0,0
8217,1,0,0,0,0
8218,0,11,3,1,0
8219,2,0,0,2,1
8220,0,10,2,0,0
8221,3,1,1,2,1
8222,1,2,2,2,1
8223,3,0,0,0,0
8224,0,10,2,0,0
8225,5,4,4,6,3
8226,0,0,0,0,0
8227,0,11,1,0,0
8228,0,2,2,0,0
8229,3,24,4,0,0
8230,0,22,3,0,0
8231,2,11,2,2,1
8232,2,0,0,0,0
8233,3,10,1,2,1
8234,0,1,0,1,0
8235,2,37,5,2,1
8236,0,6,6,2,1
8237,0,19,3,0,0
8238,1,1,0,0,0
8239,0,2,2,2,1
8240,1,3,3,0,0
8241,0,19,2,2,1
8242,5,2,0,4,3
8243,2,12,4,2,1
8244,1,0,0,0,0
8245,3,33,4,4,2
8246,0,2,2,0,0
8247,0,0,0,0,0
8248,1,4,0,0,0
8249,0,0,0,0,0
8250,2,0,0,2,1
8251,3,7,7,2,1
8252,2,0,0,2,1
8253,0,10,1,2,1
8254,2,3,0,2,1
8255,0,0,0,0,0
8256,1,4,0,0,0
8257,0,0,0,0,0
8258,3,0,0,0,0
8259,2,3,0,2,1
8260,0,8,1,2,1
8261,1,3,0,0,0
8262,0,2,0,0,0
8263,2,29,5,0,0
8264,0,0,0,2,0
8265,0,31,5,2,1
8266,4,1,0,3,2
8267,1,0,0,0,0
8268,0,0,0,0,0
8269,2,2,0,4,2
8270,0,0,0,2,1
8271,0,3,0,0,0
8272,3,1,1,2,1
8273,2,0,0,4,2
8274,2,0,0,2,1
8275,2,0,0,2,1
8276,0,0,0,0,0
8277,0,2,2,0,0
8278,0,0,0,2,1
8279,0,2,0,0,0
8280,1,0,0,0,0
8281,0,22,4,0,0
8282,3,10,3,2,1
8283,0,5,1,0,0
8284,0,0,0,2,1
8285,0,15,2,2,1
8286,0,2,0,0,0
8287,1,0,0,2,1
8288,0,0,0,0,0
8289,2,4,4,2,0
8290,3,2,2,4,2
8291,3,8,2,4,2
8292,4,0,0,5,4
8293,2,2,2,0,0
8294,3,0,0,2,1
8295,2,3,0,2,1
8296,1,1,1,2,1
8297,3,8,3,2,1
8298,1,5,5,0,0
8299,0,4,0,0,0
8300,1,2,0,0,0
8301,0,10,2,0,0
8302,2,2,2,4,2
8303,0,2,0,0,0
8304,0,0,0,0,0
8305,0,4,0,0,0
8306,0,4,4,2,1
8307,0,13,2,0,0
8308,3,2,2,2,1
8309,0,2,2,0,0
8310,3,1,0,2,1
8311,0,0,0,0,0
8312,4,4,0,3,2
8313,3,34,4,2,1
8314,1,0,0,2,1
8315,1,0,0,2,1
8316,0,1,1,0,0
8317,1,3,3,0,0
8318,0,15,3,0,0
8319,3,3,0,0,0
8320,0,0,0,0,0
8321,3,4,4,2,1
8322,0,0,0,0,0
8323,1,3,3,0,0
8324,0,33,7,2,1
8325,1,4,0,0,0
8326,0,0,0,2,1
8327,3,2,2,3,2
8328,0,0,0,0,0
8329,0,6,6,2,1
8330,0,0,0,0,0
8331,3,10,1,0,0
8332,3,0,0,3,2
8333,0,0,0,0,0
8334,3,4,4,3,2
8335,3,10,3,3,2
8336,2,0,0,0,0
8337,2,4,4,2,1
8338,4,0,0,3,2
8339,3,4,4,2,1
8340,2,18,3,2,1
8341,0,0,0,2,0
8342,0,3,3,0,0
8343,0,0,0,0,0
8344,3,0,0,2,0
8345,2,15,3,0,0
8346,5,4,4,2,1
8347,0,0,0,0,0
8348,4,0,0,2,1
8349,0,63,8,0,0
8350,5,0,0,3,2
8351,0,0,0,2,1
8352,0,0,0,0,0
8353,1,5,5,0,0
8354,2,3,0,2,1
8355,3,0,0,3,2
8356,4,2,2,4,3
8357,4,0,0,4,2
8358,1,0,0,0,0
8359,0,1,0,0,0
8360,0,18,3,0,0
8361,1,4,4,2,1
8362,4,2,2,6,3
8363,0,0,0,1,0
8364,0,4,0,2,1
8365,3,7,7,4,2
8366,0,4,0,2,1
8367,2,0,0,2,1
8368,0,31,5,0,0
8369,0,16,3,2,1
8370,0,11,2,0,0
8371,3,3,3,0,0
8372,0,5,5,0,0
8373,2,3,3,0,0
8374,3,4,0,2,1
8375,1,0,0,0,0
8376,3,0,0,4,2
8377,0,4,0,0,0
8378,0,2,0,1,0
8379,1,1,1,2,1
8380,0,3,0,0,0
8381,3,3,3,2,1
8382,1,1,0,0,0
8383,0,2,0,0,0
8384,0,0,0,0,0
8385,0,0,0,0,0
8386,0,6,1,0,0
8387,0,1,1,0,0
8388,0,0,0,2,1
8389,2,12,2,4,2
8390,4,24,4,4,3
8391,0,24,4,0,0
8392,5,26,6,5,3
8393,3,0,0,2,1
8394,0,0,0,2,0
8395,4,0,0,4,3
8396,4,0,0,5,4
8397,1,3,3,0,0
8398,5,0,0,7,4
8399,0,3,0,2,1
8400,3,36,4,3,2
8401,4,4,0,4,3
8402,1,9,2,0,0
8403,0,14,2,0,0
8404,0,0,0,0,0
8405,1,9,1,0,0
8406,0,0,0,0,0
8407,4,1,1,4,2
8408,0,0,0,0,0
8409,0,0,0,2,0
8410,1,4,0,2,1
8411,1,16,6,0,0
8412,0,1,0,2,1
8413,1,0,0,0,0
8414,0,21,4,1,0
8415,1,13,4,1,0
8416,0,41,8,0,0
8417,3,5,5,0,0
8418,5,4,0,2,1
8419,0,0,0,2,1
8420,1,10,1,0,0
8421,0,5,1,2,1
8422,0,16,2,0,0
8423,0,0,0,2,1
8424,0,5,1,0,0
8425,3,16,2,3,2
8426,3,1,0,3,2
8427,5,1,1,2,1
8428,0,3,0,0,0
8429,5,10,3,8,4
8430,0,1,1,0,0
8431,2,4,0,0,0
8432,1,0,0,0,0
8433,2,0,0,2,1
8434,3,8,1,4,2
8435,0,7,7,2,1
8436,3,26,5,2,1
8437,5,0,0,2,1
8438,3,0,0,2,1
8439,3,0,0,2,1
8440,5,3,3,5,3
8441,1,4,4,0,0
8442,2,7,1,2,1
8443,1,1,1,0,0
8444,5,29,4,6,4
8445,1,2,2,0,0
8446,3,0,0,2,1
8447,0,0,0,1,0
8448,1,0,0,0,0
8449,1,0,0,0,0
8450,1,0,0,0,0
8451,4,0,0,2,1
8452,0,0,0,0,0
8453,2,4,4,2,1
8454,0,0,0,0,0
8455,0,2,0,2,0
8456,2,4,4,2,1
8457,0,0,0,0,0
8458,2,30,3,2,1
8459,0,0,0,2,1
8460,1,7,1,0,0
8461,5,16,4,6,3
8462,4,0,0,3,2
8463,2,6,6,2,1
8464,3,10,4,0,0
8465,2,0,0,3,2
8466,3,11,1,0,0
8467,2,0,0,2,1
8468,0,0,0,0,0
8469,0,5,5,0,0
8470,4,0,0,7,4
8471,1,1,1,2,1
8472,0,2,2,0,0
8473,4,0,0,7,4
8474,2,2,0,4,2
8475,0,0,0,2,0
8476,0,0,0,0,0
8477,0,1,1,2,1
8478,4,0,0,4,2
8479,0,2,0,0,0
8480,2,0,0,0,0
8481,2,12,4,2,1
8482,3,0,0,2,1
8483,0,9,3,0,0
8484,3,1,1,0,0
8485,2,1,0,2,1
8486,1,1,0,0,0
8487,0,4,0,0,0
8488,0,2,2,0,0
8489,0,0,0,2,1
8490,2,0,0,4,2
8491,0,0,0,0,0
8492,3,0,0,2,1
8493,3,0,0,2,1
8494,0,2,0,2,1
8495,0,3,0,0,0
8496,0,0,0,2,1
8497,0,1,0,0,0
8498,5,0,0,4,2
8499,3,0,0,2,1
8500,2,0,0,2,1
8501,2,2,0,3,2
8502,2,4,4,2,1
8503,2,1,1,4,2
8504,3,0,0,2,1
8505,0,0,0,0,0
8506,3,18,2,0,0
8507,3,23,4,0,0
8508,1,9,1,0,0
8509,3,34,6,0,0
8510,2,4,0,0,0
8511,0,0,0,0,0
8512,0,12,2,2,1
8513,2,2,2,3,2
8514,4,1,0,6,3
8515,1,0,0,0,0
8516,1,0,0,2,0
8517,0,0,0,0,0
8518,1,2,0,2,1
8519,0,3,3,2,1
8520,0,4,0,0,0
8521,0,0,0,0,0
8522,4,0,0,8,4
8523,2,0,0,4,2
8524,5,1,1,8,5
8525,3,0,0,2,1
8526,1,3,0,1,0
8527,2,0,0,2,1
8528,2,2,2,2,1
8529,2,0,0,3,2
8530,0,0,0,0,0
8531,1,3,0,2,1
8532,0,0,0,0,0
8533,2,3,0,3,2
8534,1,25,4,0,0
8535,1,0,0,0,0
8536,0,2,2,0,0
8537,1,1,0,0,0
8538,0,12,3,0,0
8539,3,3,0,2,1
8540,3,0,0,2,1
8541,1,34,6,0,0
8542,1,4,4,0,0
8543,0,3,3,2,1
8544,5,0,0,4,3
8545,0,4,0,1,0
8546,5,1,1,7,4
8547,0,0,0,1,0
8548,0,0,0,2,1
8549,3,2,2,3,2
8550,1,56,6,0,0
8551,1,19,2,0,0
8552,3,6,6,0,0
8553,2,0,0,2,1
8554,3,9,5,4,2
8555,5,0,0,2,1
8556,0,19,4,0,0
8557,0,12,3,0,0
8558,3,0,0,3,2
8559,0,2,0,2,1
8560,4,0,0,4,3
8561,0,0,0,0,0
8562,0,15,8,0,0
8563,2,4,4,3,2
8564,0,2,2,2,1
8565,0,0,0,0,0
8566,1,2,2,1,0
8567,2,9,1,2,1
8568,4,1,0,5,3
8569,0,2,2,2,1
8570,1,2,2,2,1
8571,2,0,0,2,1
8572,2,16,4,2,1
8573,0,9,2,0,0
8574,0,3,0,0,0
8575,0,0,0,0,0
8576,1,0,0,0,0
8577,0,0,0,0,0
8578,0,2,2,0,0
8579,4,1,1,2,1
8580,2,0,0,3,2
8581,5,0,0,2,1
8582,0,4,0,0,0
8583,1,2,0,1,0
8584,0,3,0,0,0
8585,2,5,5,4,2
8586,5,10,2,4,2
8587,2,0,0,2,1
8588,3,4,0,4,2
8589,0,0,0,0,0
8590,0,11,6,0,0
8591,3,13,3,4,2
8592,4,1,1,2,1
8593,1,8,8,2,0
8594,2,4,0,0,0
8595,1,0,0,0,0
8596,4,46,8,2,1
8597,0,30,4,2,1
8598,5,0,0,3,2
8599,0,1,1,1,0
8600,3,10,3,4,2
8601,1,46,4,0,0
8602,1,3,3,0,0
8603,3,2,2,2,1
8604,0,6,2,0,0
8605,0,1,0,0,0
8606,3,0,0,2,1
8607,0,9,3,0,0
8608,1,0,0,0,0
8609,1,2,2,0,0
8610,0,18,4,0,0
8611,2,4,0,2,1
8612,1,0,0,0,0
8613,1,13,4,0,0
8614,4,1,0,6,4
8615,0,4,0,0,0
8616,0,0,0,2,1
8617,5,2,2,6,5
8618,2,4,4,0,0
8619,0,0,0,0,0
8620,1,4,0,2,1
8621,0,0,0,2,1
8622,0,1,1,0,0
8623,0,23,4,2,1
8624,1,2,2,0,0
8625,0,29,5,0,0
8626,3,5,5,2,1
8627,1,10,1,0,0
8628,1,22,2,0,0
8629,4,0,0,5,4
8630,5,2,0,6,5
8631,3,0,0,2,1
8632,2,0,0,2,0
8633,0,2,2,0,0
8634,1,3,3,1,0
8635,3,5,5,2,1
8636,2,2,2,0,0
8637,1,2,0,0,0
8638,0,2,0,2,1
8639,2,4,0,2,1
8640,0,0,0,0,0
8641,0,2,0,0,0
8642,1,3,3,2,1
8643,1,1,1,2,1
8644,1,1,0,0,0
8645,2,3,0,2,1
8646,0,3,3,0,0
8647,0,4,0,0,0
8648,2,10,2,2,1
8649,0,0,0,0,0
8650,1,0,0,2,1
8651,0,0,0,0,0
8652,0,16,6,0,0
8653,2,9,4,2,1
8654,0,16,4,0,0
8655,3,2,2,2,1
8656,3,2,0,2,1
8657,0,1,1,0,0
8658,0,1,0,0,0
8659,5,2,0,6,4
8660,0,0,0,0,0
8661,3,6,1,0,0
8662,0,2,0,0,0
8663,0,14,3,0,0
8664,0,0,0,0,0
8665,0,21,2,2,1
8666,3,2,2,2,1
8667,0,1,1,2,1
8668,2,0,0,3,2
8669,1,9,3,0,0
8670,3,2,2,0,0
8671,0,14,3,2,1
8672,0,0,0,0,0
8673,0,0,0,0,0
8674,4,1,1,2,1
8675,2,3,0,2,1
8676,3,3,0,2,1
8677,0,1,1,2,1
8678,1,0,0,0,0
8679,0,3,0,2,1
8680,1,53,6,2,1
8681,1,0,0,2,1
8682,0,3,3,0,0
8683,1,4,4,1,0
8684,2,0,0,4,2
8685,4,0,0,6,4
8686,0,2,2,0,0
8687,3,0,0,0,0
8688,3,0,0,0,0
8689,4,0,0,6,3
8690,0,0,0,0,0
8691,0,2,2,0,0
8692,2,0,0,2,1
8693,2,0,0,3,2
8694,3,1,1,0,0
8695,0,4,0,2,1
8696,2,0,0,2,0
8697,3,0,0,2,1
8698,3,0,0,0,0
8699,1,35,4,2,1
8700,1,3,3,0,0
8701,1,0,0,0,0
8702,2,7,1,2,1
8703,3,3,3,2,1
8704,0,15,7,2,1
8705,3,30,4,0,0
8706,4,0,0,7,4
8707,5,0,0,7,5
